KEY,SPEAKER,SENTENCE,SHOW,SARCASM,SENTIMENT_IMPLICIT,SENTIMENT_EXPLICIT,EMOTION_IMPLICIT,EMOTION_EXPLICIT,,,
"
",,,,,,,,,,,
1_5581,HOWARD,"Hey, have you told your parents you're dating this short glass of skim milk here?",BBT,FALSE,-1,-1,1,1,,,
1_5581,PERSON,"Uh... that's different.
First of all, we're not engaged; and second, Indian parents are very protective of their children.",BBT,FALSE,-1,-1,8,8,,,
1_5581,HOWARD,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",BBT,FALSE,-1,1,4,7,,,
1_5581,SHELDON,I gargled with tequila and may have swallowed a teeny bit.,BBT,FALSE,-1,-1,4,4,,,
"
",,,,,,,,,,,
1_5617,PENNY,"Yeah, I'm saying, it'd be easier to lift a car.",BBT,TRUE,1,1,8,8,,,
1_5617,HOWARD,"What can I tell you? After I found the courage to put her pants back on, I was unstoppable.",BBT,TRUE,-1,-1,4,4,,,
1_5617,LEONARD,"So, how is she?",BBT,TRUE,-1,-1,4,4,,,
1_5617,HOWARD,They're running tests-- I don't know.,BBT,TRUE,-1,-1,4,4,,,
1_5617,HOWARD,It may have been a heart attack or heart-attack-like event.,BBT,TRUE,-1,-1,4,4,,,
1_5617,PENNY,What's the difference?,BBT,TRUE,0,0,5,5,,,
1_5617,SHELDON,A heart-attack-like event is an event that's like a heart attack.,BBT,TRUE,1,1,8,8,,,
1_5617,PENNY,Thanks for clearing that up,BBT,TRUE,-1,1,6,7,,,
"
",,,,,,,,,,,
1_5627,PENNY,You mean when he was little.,BBT,TRUE,1,1,8,8,,,
1_5627,PERSON,Not as little as you'd want him to be.,BBT,TRUE,-1,-1,8,8,,,
1_5627,PENNY,"You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure.",BBT,TRUE,1,1,8,8,,,
1_5627,PERSON,"We're going to the cafeteria to get some coffee. 
You want anything?",BBT,TRUE,1,1,8,8,,,
1_5627,LEONARD,I'm fine.,BBT,TRUE,1,1,8,8,,,
1_5627,RAJ,That's nice that they're getting along.,BBT,TRUE,1,1,7,7,,,
1_5627,RAJ,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_5679,AMY,the organism responsible for Michelob Lite.,BBT,TRUE,1,1,8,8,,,
1_5679,AMY,Is there something wrong with your neck?,BBT,TRUE,1,1,8,8,,,
1_5679,SHELDON,It's a little stiff.,BBT,TRUE,-1,-1,4,4,,,
1_5679,SHELDON,What a remarkably fragile structure to support such a valuable payload.,BBT,TRUE,-1,1,4,8,,,
1_5679,SHELDON,Not unlike balancing a Faberge egg on a Pixie Stick.,BBT,TRUE,-1,1,4,8,,,
1_5679,AMY,Have you considered massage?,BBT,TRUE,1,1,8,8,,,
1_5679,SHELDON,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",BBT,TRUE,-1,1,4,8,,,
"
",,,,,,,,,,,
1_5699,SHELDON,And a living will and durable power of attorney.,BBT,TRUE,1,1,8,8,,,
1_5699,RAJ,"This says you can make ""end of life"" decisions for me.",BBT,TRUE,-1,-1,3,3,,,
1_5699,SHELDON,"As your friend, let's hope it doesn't come to that. 
Please sign.",BBT,TRUE,1,1,8,8,,,
1_5699,RAJ,Did you sign this?,BBT,TRUE,1,1,5,5,,,
1_5699,LEONARD,"There's a reciprocity clause.
You get to pull the plug on him, too.",BBT,TRUE,1,1,8,8,,,
1_5699,RAJ,"Well, that seems fair.",BBT,TRUE,1,1,4,4,,,
1_5699,SHELDON,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",BBT,TRUE,-1,1,"1,6",8,,,
"
",,,,,,,,,,,
1_5751,BERNADETTE,What the hell is wrong with you?!,BBT,FALSE,-1,-1,1,1,,,
1_5751,RAJ,"Well...
You were always so nice to me, I thought maybe you liked me.",BBT,FALSE,-1,-1,4,4,,,
1_5751,BERNADETTE,I'm nice to everyone!,BBT,FALSE,-1,-1,1,1,,,
1_5751,RAJ,I'm sorry.,BBT,FALSE,-1,-1,4,4,,,
1_5751,BERNADETTE,"Damn right, you're sorry!",BBT,FALSE,-1,-1,1,1,,,
1_5751,BERNADETTE,And you tell Howard there's never been anything between us!,BBT,FALSE,-1,-1,1,1,,,
1_5751,RAJ,"I will. Hey, Bernadette?",BBT,FALSE,-1,-1,8,8,,,
1_5751,BERNADETTE,What?!,BBT,FALSE,-1,-1,1,1,,,
1_5751,RAJ,Do you think I have a shot with Penny?,BBT,FALSE,1,1,8,8,,,
1_5751,BERNADETTE,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,BBT,FALSE,-1,-1,1,1,,,
"
",,,,,,,,,,,
1_5758,AMY,It's like a waterfall of liquid gold.,BBT,TRUE,1,1,8,8,,,
1_5758,AMY,My turn.,BBT,TRUE,1,1,"8,4","8,4",,,
1_5758,PENNY,"You know, I don't even know what the point of me staying in L.A. is.",BBT,TRUE,-1,-1,4,4,,,
1_5758,PENNY,I haven't gotten a single acting job since I moved out here.,BBT,TRUE,-1,-1,4,4,,,
1_5758,PENNY,"The closest I came was last month, I got a callback for a hemorrhoid commercial.",BBT,TRUE,-1,-1,4,4,,,
1_5758,AMY,"Oh, I could so see you being the face of hemorrhoids.",BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_5786,SHELDON,What are you doing?,BBT,FALSE,1,1,5,5,,,
1_5786,LEONARD,"Oh, uh, Priya's calling in a few minutes on Skype, and we are gonna have a dinner date.",BBT,FALSE,1,1,7,7,,,
1_5786,SHELDON,"It's 8:00 in the morning in Mumbai. 
How can she have dinner?",BBT,FALSE,1,1,5,5,,,
1_5786,LEONARD,"Fine, whatever. 
Priya will be having breakfast.",BBT,FALSE,-1,-1,8,8,,,
1_5786,SHELDON,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",BBT,FALSE,1,1,8,8,,,
"
",,,,,,,,,,,
1_5880,PENNY,"Oh, sweetie, guests don't normally wear corsages to a wedding. 
That's more of a prom thing.",BBT,TRUE,1,1,8,8,,,
1_5880,AMY,"I never went to my prom. 
My mom paid my cousin to take me, but he just used the money to buy drugs.",BBT,TRUE,-1,-1,8,8,,,
1_5880,PENNY,Put the corsage on her.,BBT,TRUE,1,1,8,8,,,
1_5880,LEONARD,Amy this is for you.,BBT,TRUE,1,1,7,7,,,
1_5880,AMY,"When you're done copping a feel, that goes on my wrist.",BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_5919,RAJ,Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas.,BBT,FALSE,-1,-1,4,4,,,
1_5919,HOWARD,"Eat another pie, you'll have your own bazongas.",BBT,FALSE,-1,-1,8,8,,,
1_5919,RAJ,That's cruel.,BBT,FALSE,-1,-1,6,6,,,
1_5919,RAJ,You know it goes straight to my hips.,BBT,FALSE,-1,-1,6,6,,,
1_5919,SHELDON,"Gentlemen, please focus.",BBT,FALSE,1,1,8,8,,,
1_5919,SHELDON,You're facing a fire-breathing dragon.,BBT,FALSE,0,0,8,8,,,
1_5919,RAJ,I don't know if I want to play anymore.,BBT,FALSE,-1,-1,4,4,,,
1_5919,SHELDON,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",BBT,FALSE,-1,-1,8,8,,,
"
",,,,,,,,,,,
1_5953,LEONARD,because you no longer wear underpants.,BBT,FALSE,1,1,8,8,,,
1_5953,SHELDON,The dice giveth and the dice taketh away.,BBT,FALSE,1,1,8,8,,,
1_5953,PENNY,Is Raj out with Emily again?,BBT,FALSE,1,1,8,8,,,
1_5953,LEONARD,"Yeah, every night for the last month.",BBT,FALSE,1,1,8,8,,,
1_5953,PENNY,"Wow, can't believe he has a girlfriend.",BBT,FALSE,1,1,5,5,,,
1_5953,SHELDON,Me neither.,BBT,FALSE,-1,0,5,5,,,
1_5953,HOWARD,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,BBT,FALSE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_5964,HOWARD,Wow.,BBT,TRUE,1,1,2,2,,,
1_5964,PENNY,You're engaged to my friend.,BBT,TRUE,-1,-1,8,8,,,
1_5964,HOWARD,"Hey, Bernadette doesn't mind where I get my motor running, as long as I park in the right garage.",BBT,TRUE,1,1,4,4,,,
1_5964,PENNY,I can't believe you're engaged to my friend.,BBT,TRUE,-1,-1,8,8,,,
1_5964,HOWARD,Smart. Whisper so the deaf chick can't hear you.,BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_6020,AMY,What differences does it make if Leonard goes to Wil Wheaton's party?,BBT,TRUE,1,1,5,5,,,
1_6020,PENNY,Wil Wheaton is Sheldon's mortal enemy.,BBT,TRUE,1,1,8,8,,,
1_6020,AMY,Mortal enemy?,BBT,TRUE,1,1,5,5,,,
1_6020,AMY,"Mm-hmm. Sheldon, I know you're a bit of a left-handed monkey wrench, but...
you really have a mortal enemy?",BBT,TRUE,1,1,5,5,,,
1_6020,SHELDON,"In fact, I have 61 of them.",BBT,TRUE,1,1,8,8,,,
1_6020,SHELDON,Would you like to see the list?,BBT,TRUE,1,1,8,8,,,
1_6020,PENNY,"Oh, say no, say no, say no, say no.",BBT,TRUE,-1,-1,8,8,,,
1_6020,SHELDON,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,BBT,TRUE,-1,1,1,8,,,
"
",,,,,,,,,,,
1_6032,HOWARD,What choice did I have? She went behind my back and turned my own mother against me.,BBT,TRUE,-1,-1,4,4,,,
1_6032,RAJ,"Wow. You're not only our first astronaut.
You're also the first one of us to kick a girl out of bed.",BBT,TRUE,1,1,5,5,,,
1_6032,RAJ,You're like a rock star.,BBT,TRUE,1,1,2,2,,,
1_6032,HOWARD,Little bit.,BBT,TRUE,1,1,4,4,,,
1_6032,LEONARD,"I hate to say it, but she did kind of betray you.",BBT,TRUE,-1,-1,4,4,,,
1_6032,SHELDON,"You see betrayal in others, but not yourself.",BBT,TRUE,-1,-1,"6,1",5,,,
"
",,,,,,,,,,,
1_6039,BERNADETTE,He can't go to space.,BBT,FALSE,-1,-1,4,4,,,
1_6039,BERNADETTE,He's like a baby bird.,BBT,FALSE,-1,-1,4,4,,,
1_6039,BERNADETTE,Do you know he once got an asthma attack from reading an old library book?,BBT,FALSE,-1,-1,4,4,,,
1_6039,AMY,You're kidding.,BBT,FALSE,1,1,5,5,,,
1_6039,PENNY,"No, I was there that day.",BBT,FALSE,1,1,8,8,,,
1_6039,PENNY,Sheldon threw his back out handing him that book.,BBT,FALSE,1,1,8,8,,,
1_6039,BERNADETTE,I don't know what I'm going to do. I don't want to break up over this.,BBT,FALSE,-1,-1,4,4,,,
"
",,,,,,,,,,,
1_6065,PERSON,"All-you-can-eat Last Supper Buffet. 
And my personal favorite, Gunning with God.",BBT,TRUE,1,1,2,2,,,
1_6065,LEONARD,What's Gunning with God? I'm afraid to ask.,BBT,TRUE,1,1,5,5,,,
1_6065,PERSON,"Oh, it is a hoot and a half.",BBT,TRUE,1,1,2,2,,,
1_6065,PERSON,"You write your sins on a clay pigeon, they fire 'em up in the air, and you pulverize them with a 12-gauge shotgun full of our Lord's forgiveness.",BBT,TRUE,1,1,2,2,,,
1_6065,SHELDON,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",BBT,TRUE,-1,1,8,5,,,
"
",,,,,,,,,,,
1_6092,RAJ,"Three, sadly, are dead.",BBT,FALSE,-1,-1,4,4,,,
1_6092,SHELDON,"Mom, you remember Rajesh?",BBT,FALSE,1,1,8,8,,,
1_6092,SHELDON,"Rajesh, my mother. Of course.",BBT,FALSE,1,1,8,8,,,
1_6092,RAJ,Mrs. Cooper. So nice to see you again.,BBT,FALSE,-1,1,4,7,,,
1_6092,PERSON,"Well, it's so nice to see you, too.",BBT,FALSE,-1,1,8,7,,,
1_6092,PERSON,I thought it was our Indians that had the occasional alcohol problem.,BBT,FALSE,1,1,8,8,,,
1_6092,LEONARD,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",BBT,FALSE,-1,-1,8,8,,,
"
",,,,,,,,,,,
1_6113,PENNY,Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear?,BBT,FALSE,1,1,8,8,,,
1_6113,PERSON,"Oh, not crazy at all.
And don't beat yourself up.",BBT,FALSE,1,1,2,2,,,
1_6113,PERSON,"When I was your age, you could have me for a car ride and a bottle of strawberry wine.",BBT,FALSE,1,1,2,2,,,
1_6113,SHELDON,That will not be in this week's e-mail blast.,BBT,FALSE,-1,-1,4,8,,,
1_6113,HOWARD,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",BBT,FALSE,1,1,5,5,,,
"
",,,,,,,,,,,
1_6134,SHELDON,That lecture was a waste of time.,BBT,TRUE,-1,-1,"1,4","1,4",,,
1_6134,SHELDON,I made more accurate diagrams of the expansion of the early universe on the nursery wall with the contents of my diaper.,BBT,TRUE,-1,-1,"1,4","1,4",,,
1_6134,AMY,Are you getting sick?,BBT,TRUE,1,1,8,8,,,
1_6134,SHELDON,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",BBT,TRUE,-1,-1,"1,4","1,4",,,
"
",,,,,,,,,,,
1_6165,SHELDON,"Okay, all right.",BBT,TRUE,-1,1,3,8,,,
1_6165,SHELDON,That one was clever.,BBT,TRUE,-1,1,3,8,,,
1_6165,SHELDON,Skeleton with phosphorous on a zip line.,BBT,TRUE,-1,1,3,8,,,
1_6165,SHELDON,"Come on out, merry pranksters.",BBT,TRUE,-1,1,3,8,,,
1_6165,SHELDON,Take a bow.,BBT,TRUE,-1,1,3,8,,,
1_6165,RAJ,You should've seen your face.,BBT,TRUE,1,1,7,7,,,
1_6165,SHELDON,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",BBT,TRUE,-1,1,1,2,,,
"
",,,,,,,,,,,
1_6183,SHELDON,"It is, isn't it?",BBT,FALSE,-1,-1,8,4,,,
1_6183,SHELDON,"(gasps) Oh, bother.",BBT,FALSE,-1,-1,8,4,,,
1_6183,SHELDON,"Isn't that just always the way? 
You go to staple something, and you're out of staples.",BBT,FALSE,-1,-1,8,4,,,
1_6183,SHELDON,"Gosh, I wish I'd known that earlier today when I was at Staples.",BBT,FALSE,-1,-1,8,4,,,
1_6183,RAJ,You have a thing of paper clips right there.,BBT,FALSE,1,1,8,8,,,
"
",,,,,,,,,,,
1_6188,PENNY,"Yeah, sure, come on in.",BBT,TRUE,1,1,8,8,,,
1_6188,LEONARD,Thanks.,BBT,TRUE,-1,-1,4,4,,,
1_6188,PENNY,Want some mac and cheese?,BBT,TRUE,1,1,8,8,,,
1_6188,LEONARD,No. Lactose. Gas.,BBT,TRUE,-1,-1,4,4,,,
1_6188,PENNY,Glass of wine?,BBT,TRUE,1,1,8,8,,,
1_6188,LEONARD,No. Sulfites. Migraines.,BBT,TRUE,-1,-1,4,4,,,
1_6188,PENNY,"Okay, well, I'd offer you Halloween candy, but that's gone.",BBT,TRUE,1,-1,8,4,,,
1_6188,PENNY,"So, what's up?",BBT,TRUE,1,1,8,8,,,
1_6188,LEONARD,"Okay, we used to go out, right?",BBT,TRUE,-1,-1,4,4,,,
1_6188,PENNY,"Oh, my God, that's where I know you from.",BBT,TRUE,-1,1,8,5,,,
"
",,,,,,,,,,,
1_6211,SHELDON,"Oh, no! I can't!",BBT,FALSE,-1,-1,3,3,,,
1_6211,BERNADETTE,"Hurry! 
We're running out of time!",BBT,FALSE,-1,-1,3,3,,,
1_6211,SHELDON,#NAME?,BBT,FALSE,-1,-1,3,3,,,
1_6211,BERNADETTE,Just do it!,BBT,FALSE,-1,-1,3,3,,,
1_6211,SHELDON,"Oh, God!
One... two...
three!",BBT,FALSE,-1,-1,3,3,,,
1_6211,HOWARD,"Trick or treat, bubbeleh.",BBT,FALSE,1,1,7,7,,,
1_6211,SHELDON,"What?
(laughing)",BBT,FALSE,-1,-1,3,3,,,
1_6211,SHELDON,"No. You mean this was all a ruse? Oh, how could I be so stu...",BBT,FALSE,-1,-1,3,3,,,
"
",,,,,,,,,,,
1_6221,PENNY,"So, Bernadette, how goes the hunt for bridesmaid dresses?",BBT,TRUE,1,1,8,8,,,
1_6221,BERNADETTE,"Well, if you don't mind looking like an orange traffic cone, great.",BBT,TRUE,-1,1,8,4,,,
"
",,,,,,,,,,,
1_6355,LEONARD,"Okay. So... we went out, saw a movie, met some nice people,",BBT,TRUE,-1,-1,4,4,,,
1_6355,LEONARD,"said horrible things about each other in public... all in all, a pretty magical night.",BBT,TRUE,-1,1,4,8,,,
"
",,,,,,,,,,,
1_6370,SHELDON,"consider changing disciplines.
Yeah, to the humanities-- perhaps history.",BBT,TRUE,-1,1,8,7,,,
1_6370,SHELDON,One of the advantages of teaching history is that you don't have to create things.,BBT,TRUE,-1,1,8,7,,,
1_6370,SHELDON,"You know, you just have to remember stuff that happened and then parrot it back.",BBT,TRUE,-1,1,8,7,,,
1_6370,SHELDON,You could have fun with that.,BBT,TRUE,-1,1,8,7,,,
1_6370,LEONARD,"Yeah, that's not it.",BBT,TRUE,1,1,8,8,,,
1_6370,LEONARD,Stuart's kind of interested in Amy.,BBT,TRUE,1,1,8,8,,,
1_6370,SHELDON,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",BBT,TRUE,-1,1,6,7,,,
"
",,,,,,,,,,,
1_6426,LEONARD,"No, that was a different, different guy.",BBT,TRUE,-1,-1,4,4,,,
1_6426,SHELDON,Was he the one who used your head to open a nut?,BBT,TRUE,-1,1,8,5,,,
1_6426,SHELDON,"Oh, oh, oh.",BBT,TRUE,-1,1,8,5,,,
1_6426,SHELDON,Was he the one who made you eat your arm hair?,BBT,TRUE,-1,1,8,5,,,
1_6426,LEONARD,"No, but, actually, that was this guy's sister.",BBT,TRUE,-1,-1,4,4,,,
1_6426,PENNY,"All right, well, what do you think he wants?",BBT,TRUE,0,0,8,8,,,
1_6426,LEONARD,I don't know.,BBT,TRUE,-1,-1,4,4,,,
1_6426,SHELDON,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",BBT,TRUE,-1,-1,8,8,,,
"
",,,,,,,,,,,
1_6427,SHELDON,"Oh, oh, oh.",BBT,TRUE,-1,1,8,5,,,
1_6427,SHELDON,Was he the one who made you eat your arm hair?,BBT,TRUE,-1,1,8,5,,,
1_6427,LEONARD,"No, but, actually, that was this guy's sister.",BBT,TRUE,-1,-1,4,4,,,
1_6427,PENNY,"All right, well, what do you think he wants?",BBT,TRUE,0,0,8,8,,,
1_6427,LEONARD,I don't know.,BBT,TRUE,-1,-1,4,4,,,
1_6427,SHELDON,"You know, the holidays are just around the corner.",BBT,TRUE,-1,-1,8,8,,,
1_6427,SHELDON,Maybe he wants to see if he can lodge the other testicle up there.,BBT,TRUE,-1,-1,8,8,,,
1_6427,LEONARD,I told you. That was a different guy.,BBT,TRUE,-1,-1,8,8,,,
1_6427,PENNY,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,BBT,TRUE,-1,-1,8,4,,,
"
",,,,,,,,,,,
1_6428,LEONARD,It's 2:00 a.m. What are you doing up?,BBT,TRUE,1,1,5,5,,,
1_6428,SHELDON,Nobel Prize acceptance ceremony streaming live from Stockholm.,BBT,TRUE,1,1,2,2,,,
1_6428,LEONARD,Sure. You want to see what all the scientists are wearing this year.,BBT,TRUE,1,1,8,8,,,
"
",,,,,,,,,,,
1_6472,SHELDON,Then take away his keys and make him wander the streets with the other drunks.,BBT,TRUE,-1,-1,8,8,,,
1_6472,LEONARD,You remember Sheldon and Raj and Howard.,BBT,TRUE,1,1,8,8,,,
1_6472,PERSON,"Not really, no.",BBT,TRUE,-1,-1,4,4,,,
1_6472,PERSON,"It's funny, huh, Leonard?",BBT,TRUE,-1,1,4,7,,,
1_6472,PERSON,"Back in school, I was the winner and you were the loser.
And now we're reversed.",BBT,TRUE,-1,1,4,7,,,
1_6472,PERSON,You're the winner.,BBT,TRUE,-1,1,4,7,,,
1_6472,SHELDON,You'd think a winner could make a decent cup of cocoa.,BBT,TRUE,1,1,8,8,,,
"
",,,,,,,,,,,
1_6504,SHELDON,It's probably a euphemism for urination.,BBT,TRUE,1,1,8,8,,,
1_6504,PENNY,"Sheldon, what is wrong with you?",BBT,TRUE,-1,-1,6,6,,,
1_6504,SHELDON,"Not much. Although, I can be faulted for being overly fond of koala bears.",BBT,TRUE,1,-1,8,4,,,
1_6504,SHELDON,"I don't know what it is, when they smart munching on eucalyptus, I just melt inside.",BBT,TRUE,1,1,8,8,,,
1_6504,PENNY,"Okay, Amy just told you some exciting news, and you acted like it was no big deal.",BBT,TRUE,1,1,8,8,,,
1_6504,SHELDON,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",BBT,TRUE,1,1,8,8,,,
"
",,,,,,,,,,,
1_6534,SHELDON,I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears.,BBT,FALSE,-1,-1,8,8,,,
1_6534,PENNY,"Oh, my God, now I know what I sound like to you when I say stupid stuff.",BBT,FALSE,-1,-1,5,5,,,
1_6534,SHELDON,"Ooh, a pocket watch.",BBT,FALSE,1,1,2,2,,,
1_6534,PENNY,"Okay, I don't think Amy wants a pocket watch.",BBT,FALSE,1,1,8,8,,,
1_6534,SHELDON,"No, but maybe she wants a man with a pocket watch.",BBT,FALSE,1,1,2,2,,,
"
",,,,,,,,,,,
1_6627,PENNY,That was a really nice dinner.,BBT,FALSE,1,1,7,7,,,
1_6627,PENNY,I'm glad you asked me out again.,BBT,FALSE,1,1,7,7,,,
1_6627,LEONARD,"Me, too; I missed you.",BBT,FALSE,1,1,7,7,,,
1_6627,PENNY,You see me all the time.,BBT,FALSE,1,1,5,5,,,
1_6627,PENNY,You sure you just don't miss the sex?,BBT,FALSE,1,1,8,8,,,
1_6627,LEONARD,"Well, yeah, sex with you is pretty great. Have you ever tried it?",BBT,FALSE,1,1,7,7,,,
"
",,,,,,,,,,,
1_6645,PERSON1,"(chimes) Wisten to me.
Not westauwant; westauwant.",BBT,FALSE,-1,-1,1,1,,,
1_6645,PERSON2,"(chimes) I don't know what you mean by ""not westauwant; westauwant.""",BBT,FALSE,-1,-1,8,8,,,
1_6645,PERSON1,"See? Total cwap.
You suck, Siwi.",BBT,FALSE,-1,-1,1,1,,,
1_6645,RAJ,"Hey, don't talk to her like that. 
She's a lady.",BBT,FALSE,1,1,8,8,,,
1_6645,PERSON1,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",BBT,FALSE,-1,-1,1,1,,,
"
",,,,,,,,,,,
1_6648,PENNY,"This is amazing.
How did you even get this idea?",BBT,TRUE,1,1,2,2,,,
1_6648,LEONARD,"I called your dad.
I asked him what things you liked to do when you were a kid.",BBT,TRUE,1,1,8,8,,,
1_6648,LEONARD,This seemed easier than getting a cow out here so you could tip it.,BBT,TRUE,-1,1,8,8,,,
1_6648,PENNY,"Okay, you're kind of really great.",BBT,TRUE,1,1,5,5,,,
1_6648,LEONARD,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,BBT,TRUE,-1,-1,4,4,,,
"
",,,,,,,,,,,
1_6683,RAJ,Buzz Lightyear is not real.,BBT,TRUE,-1,-1,8,8,,,
1_6683,HOWARD,"No, that's not what I'm talking about.",BBT,TRUE,1,1,8,8,,,
1_6683,RAJ,"Well, are you talking about when he thought he was real?",BBT,TRUE,1,1,8,8,,,
1_6683,HOWARD,No,BBT,TRUE,1,1,8,8,,,
1_6683,RAJ,"Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz.",BBT,TRUE,1,1,8,8,,,
1_6683,HOWARD,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",BBT,TRUE,-1,1,8,7,,,
"
",,,,,,,,,,,
1_6766,SHELDON,"And I'm super smart, so it's probably true.",BBT,FALSE,1,1,7,7,,,
1_6766,AMY,"Hey, I've been training in the field of neurobiology for 12 years.",BBT,FALSE,-1,-1,1,1,,,
1_6766,AMY,"You've been here for three hours, and you've spent one of them in the bathroom.",BBT,FALSE,-1,-1,1,1,,,
1_6766,SHELDON,I'm sorry! It takes me a while to get things going on an unfamiliar toilet.,BBT,FALSE,1,-1,8,8,,,
1_6766,AMY,"Sheldon, I've given you the simplest things to do, and you haven't done one of them right.",BBT,FALSE,-1,-1,1,1,,,
1_6766,SHELDON,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,BBT,FALSE,1,1,8,8,,,
"
",,,,,,,,,,,
1_6769,SHELDON,All right.,BBT,TRUE,1,1,8,8,,,
1_6769,SHELDON,I'm no stranger to a little gray matter.,BBT,TRUE,1,1,8,8,,,
1_6769,SHELDON,Locus coeruleus.,BBT,TRUE,1,1,8,8,,,
1_6769,SHELDON,Locus coeruleus.,BBT,TRUE,1,1,8,8,,,
1_6769,AMY,"You're getting warmer-- it is, indeed, in the brain.",BBT,TRUE,1,1,8,8,,,
1_6769,AMY,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
1_6835,AMY,"The painting is a constant reminder that of the three of us, she is the least cool.",BBT,FALSE,-1,-1,4,4,,,
1_6835,PENNY,"Yeah, that's... that's what it is, so...",BBT,FALSE,1,1,8,8,,,
1_6835,AMY,You have such a good heart.,BBT,FALSE,1,1,7,7,,,
1_6835,PENNY,Yeah... I try.,BBT,FALSE,0,1,8,8,,,
1_6835,AMY,Come on.,BBT,FALSE,1,1,8,8,,,
1_6835,PENNY,"Whoa, whoa, where are we going?",BBT,FALSE,1,1,5,5,,,
1_6835,AMY,We're going to go put this painting back up in your apartment.,BBT,FALSE,1,1,8,8,,,
1_6835,PENNY,"Well, what about Bernadette?",BBT,FALSE,1,1,5,5,,,
1_6835,AMY,"Oh, screw her. She's just lucky we let her hang out with us.",BBT,FALSE,-1,-1,8,8,,,
"
",,,,,,,,,,,
1_6860,PENNY,"You know, Sheldon, I used to cut my brother's hair. 
I could do it for you.",BBT,FALSE,1,1,8,8,,,
1_6860,SHELDON,"Penny, I know you mean well, offering the skills of the hill folk, but, um,",BBT,FALSE,-1,-1,8,8,,,
1_6860,SHELDON,"here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde...",BBT,FALSE,-1,-1,8,8,,,
1_6860,LEONARD,"Sheldon, be nice.",BBT,FALSE,-1,-1,8,8,,,
1_6860,SHELDON,"I'm sorry, it's the bad boy attitude that comes with this hair.",BBT,FALSE,0,-1,8,8,,,
"
",,,,,,,,,,,
1_7047,SHELDON,Wrong. Leonard?,BBT,TRUE,-1,-1,8,8,,,
1_7047,LEONARD,"Horse, but mostly just for the height.",BBT,TRUE,1,1,8,8,,,
1_7047,LEONARD,A little bit for the genital girth.,BBT,TRUE,1,1,8,8,,,
1_7047,SHELDON,"Wrong, and let's keep it clean, shall we?",BBT,TRUE,-1,-1,8,8,,,
1_7047,HOWARD,"Kangaroo, uh, I'd be Kanga-Jew.",BBT,TRUE,1,1,8,8,,,
1_7047,HOWARD,The first of my people to dunk a basketball.,BBT,TRUE,1,1,8,8,,,
1_7047,LEONARD,"Also instead of just living in your mother's house, you could actually live inside her body.",BBT,TRUE,-1,1,8,8,,,
"
",,,,,,,,,,,
